timestamp,category,prompt_label,theta_low,theta_high,tokens,throughput_tok_sec,avg_power_watts,total_energy_joules,joules_per_token,speculative_cycles,fallback_steps,fallback_pct,draft_accept_rate_pct
2026-09-05T16:25:42.396400,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Poem_trial3",0.55,1.25,250,37.37,412.63,2760.4939,11.041976,11,218,95.2,38.2
2026-09-05T16:25:49.589077,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Physics_trial1",0.55,1.25,255,36.26,384.18,2701.5414,10.59428,39,124,76.1,47.2
2026-09-05T16:25:53.952998,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Physics_trial2",0.55,1.25,255,36.54,382.52,2669.8115,10.469849,39,124,76.1,47.2
2026-09-05T16:26:01.001256,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Physics_trial3",0.55,1.25,255,36.95,381.73,2634.5945,10.331743,39,124,76.1,47.2
2026-09-05T16:26:05.928245,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Code_trial1",0.55,1.25,255,53.35,343.85,1643.3928,6.444678,42,22,34.4,91.0
2026-09-05T16:26:10.852409,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Code_trial2",0.55,1.25,255,53.38,343.29,1640.0821,6.431694,42,22,34.4,91.0
2026-09-05T16:26:15.777596,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.15_Code_trial3",0.55,1.25,255,53.38,341.65,1632.148,6.40058,42,22,34.4,91.0
2026-09-05T16:26:19.881480,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Poem_trial1",0.55,1.25,250,37.09,404.58,2727.1697,10.908679,16,199,92.6,43.8
2026-09-05T16:26:26.738044,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Poem_trial2",0.55,1.25,250,37.26,410.96,2757.4779,11.029912,16,199,92.6,43.8
2026-09-05T16:26:33.592668,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Poem_trial3",0.55,1.25,250,37.27,410.92,2756.7669,11.027067,16,199,92.6,43.8
2026-09-05T16:26:40.905018,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Physics_trial1",0.55,1.25,255,35.6,378.56,2711.9147,10.63496,47,95,66.9,48.1
2026-09-05T16:26:48.226423,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Physics_trial2",0.55,1.25,255,35.58,372.44,2669.4509,10.468435,47,95,66.9,48.1
2026-09-05T16:26:52.611279,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Physics_trial3",0.55,1.25,255,36.25,374.26,2633.0531,10.325698,47,95,66.9,48.1
2026-09-05T16:26:57.481549,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Code_trial1",0.55,1.25,255,53.99,339.47,1603.214,6.287114,44,11,20.0,90.9
2026-09-05T16:27:02.480380,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Code_trial2",0.55,1.25,255,52.56,337.69,1638.2103,6.424354,44,11,20.0,90.9
2026-09-05T16:27:07.512292,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.35_Code_trial3",0.55,1.25,255,52.31,331.38,1615.5209,6.335376,44,11,20.0,90.9
2026-09-05T16:27:14.524644,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Poem_trial1",0.55,1.25,250,36.44,388.13,2662.9804,10.651922,31,143,82.2,49.0
2026-09-05T16:27:18.841078,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Poem_trial2",0.55,1.25,250,36.37,388.78,2672.5107,10.690043,31,143,82.2,49.0
2026-09-05T16:27:25.902963,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Poem_trial3",0.55,1.25,250,36.18,386.48,2670.6049,10.68242,31,143,82.2,49.0
2026-09-05T16:27:33.165256,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Physics_trial1",0.55,1.25,255,35.87,358.46,2548.5467,9.994301,51,70,57.9,52.5
2026-09-05T16:27:40.309571,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Physics_trial2",0.55,1.25,255,36.49,359.91,2515.3335,9.864053,51,70,57.9,52.5
2026-09-05T16:27:47.622941,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Physics_trial3",0.55,1.25,255,35.6,353.46,2531.5703,9.927727,51,70,57.9,52.5
2026-09-05T16:27:49.791136,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Code_trial1",0.55,1.25,255,53.56,334.85,1594.3352,6.252295,46,3,6.1,89.6
2026-09-05T16:27:54.648098,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Code_trial2",0.55,1.25,255,54.17,336.35,1583.2262,6.20873,46,3,6.1,89.6
2026-09-05T16:27:59.550685,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.25)_alpha0.65_Code_trial3",0.55,1.25,255,53.67,336.39,1598.2914,6.26781,46,3,6.1,89.6
2026-09-05T16:28:06.414858,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.5)_alpha0.15_Poem_trial1",0.55,1.5,250,37.23,398.07,2673.352,10.693408,16,198,92.5,45.0
2026-09-05T16:28:13.312066,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.5)_alpha0.15_Poem_trial2",0.55,1.5,250,37.05,403.68,2724.0437,10.896175,16,198,92.5,45.0
2026-09-05T16:28:17.389923,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.5)_alpha0.15_Poem_trial3",0.55,1.5,250,37.22,402.48,2703.1317,10.812527,16,198,92.5,45.0
2026-09-05T16:28:25.318565,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.5)_alpha0.15_Physics_trial1",0.55,1.5,255,32.79,355.53,2764.9817,10.843065,66,48,42.1,42.7
2026-09-05T16:28:33.899793,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.55,1.5)_alpha0.15_Physics_trial2",0.55,1.5,255,30.25,334.79,2822.0338,11.066799,66,48,42.1,42.7
2026-09-05T16:29:03.088520,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Poem_trial1",0.25,0.85,250,38.47,379.78,2467.8192,9.871277,0,250,100.0,0
2026-09-05T16:29:09.651734,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Poem_trial2",0.25,0.85,250,38.95,420.6,2699.6862,10.798745,0,250,100.0,0
2026-09-05T16:29:16.235205,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Poem_trial3",0.25,0.85,250,38.86,421.51,2712.0206,10.848082,0,250,100.0,0
2026-09-05T16:29:20.007036,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Physics_trial1",0.25,0.85,250,38.67,396.53,2563.6068,10.254427,20,176,89.8,54.0
2026-09-05T16:29:26.567200,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Physics_trial2",0.25,0.85,250,38.97,399.28,2561.3423,10.245369,20,176,89.8,54.0
2026-09-05T16:29:33.151705,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Physics_trial3",0.25,0.85,250,38.83,400.15,2576.4841,10.305936,20,176,89.8,54.0
2026-09-05T16:29:38.097106,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Code_trial1",0.25,0.85,255,53.15,345.88,1659.4529,6.507658,43,17,28.3,90.7
2026-09-05T16:29:43.004610,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Code_trial2",0.25,0.85,255,53.59,340.55,1620.313,6.354169,43,17,28.3,90.7
2026-09-05T16:29:47.894105,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.35_Code_trial3",0.25,0.85,255,53.76,341.89,1621.5721,6.359106,43,17,28.3,90.7
2026-09-05T16:29:51.911221,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Poem_trial1",0.25,0.85,250,37.79,410.43,2715.1016,10.860406,8,227,96.6,37.5
2026-09-05T16:29:58.698056,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Poem_trial2",0.25,0.85,250,37.68,415.58,2757.5487,11.030195,8,227,96.6,37.5
2026-09-05T16:30:05.514585,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Poem_trial3",0.25,0.85,250,37.48,415.61,2772.3385,11.089354,8,227,96.6,37.5
2026-09-05T16:30:12.292902,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Physics_trial1",0.25,0.85,250,37.69,389.58,2583.9144,10.335658,31,138,81.7,52.3
2026-09-05T16:30:16.297144,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Physics_trial2",0.25,0.85,250,37.54,382.76,2548.7613,10.195045,31,138,81.7,52.3
2026-09-05T16:30:23.015279,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Physics_trial3",0.25,0.85,250,38.04,387.33,2545.5879,10.182351,31,138,81.7,52.3
2026-09-05T16:30:27.872203,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Code_trial1",0.25,0.85,255,54.1,344.3,1622.877,6.364224,45,7,13.5,90.2
2026-09-05T16:30:32.774073,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Code_trial2",0.25,0.85,255,53.61,339.41,1614.3216,6.330673,45,7,13.5,90.2
2026-09-05T16:30:37.677889,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.25,0.85)_alpha0.65_Code_trial3",0.25,0.85,255,53.65,338.36,1608.1867,6.306615,45,7,13.5,90.2
2026-09-05T16:30:44.235301,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Poem_trial1",0.15,0.7,250,39.0,420.04,2692.8831,10.771532,0,250,100.0,0
2026-09-05T16:30:47.981250,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Poem_trial2",0.15,0.7,250,39.19,426.45,2720.6023,10.882409,0,250,100.0,0
2026-09-05T16:30:54.499889,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Poem_trial3",0.15,0.7,250,39.21,427.54,2725.8014,10.903206,0,250,100.0,0
2026-09-05T16:31:01.212702,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Physics_trial1",0.15,0.7,250,38.09,410.58,2695.1074,10.78043,16,197,92.5,46.2
2026-09-05T16:31:07.986062,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Physics_trial2",0.15,0.7,250,37.74,407.81,2701.2737,10.805095,16,197,92.5,46.2
2026-09-05T16:31:14.729945,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Physics_trial3",0.15,0.7,250,37.9,408.63,2695.1207,10.780483,16,197,92.5,46.2
2026-09-05T16:31:16.907641,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Code_trial1",0.15,0.7,255,53.11,346.42,1663.2562,6.522573,42,24,36.4,90.0
2026-09-05T16:31:21.836712,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Code_trial2",0.15,0.7,255,53.34,342.24,1636.0839,6.416015,42,24,36.4,90.0
2026-09-05T16:31:26.748859,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.35_Code_trial3",0.15,0.7,255,53.5,341.96,1629.9354,6.391904,42,24,36.4,90.0
2026-09-05T16:31:33.387379,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Poem_trial1",0.15,0.7,250,38.51,417.14,2707.6511,10.830605,3,241,98.8,40.0
2026-09-05T16:31:40.022044,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Poem_trial2",0.15,0.7,250,38.55,422.47,2739.8142,10.959257,3,241,98.8,40.0
2026-09-05T16:31:43.841783,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Poem_trial3",0.15,0.7,250,38.57,422.22,2736.6117,10.946447,3,241,98.8,40.0
2026-09-05T16:31:50.490123,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Physics_trial1",0.15,0.7,250,38.46,396.73,2579.0967,10.316387,20,172,89.6,58.0
2026-09-05T16:31:56.963204,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Physics_trial2",0.15,0.7,250,39.54,400.29,2531.1673,10.124669,20,172,89.6,58.0
2026-09-05T16:32:03.450953,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Physics_trial3",0.15,0.7,250,39.41,401.53,2546.9213,10.187685,20,172,89.6,58.0
2026-09-05T16:32:08.275779,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Code_trial1",0.15,0.7,255,54.5,344.91,1613.8364,6.32877,44,9,17.0,91.8
2026-09-05T16:32:13.029385,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Code_trial2",0.15,0.7,255,55.33,340.36,1568.6485,6.151563,44,9,17.0,91.8
2026-09-05T16:32:15.062330,"Entropy-Gated Speculative Scout (1B<->8B, real branching)","theta(0.15,0.7)_alpha0.65_Code_trial3",0.15,0.7,255,55.15,339.38,1569.0731,6.153228,44,9,17.0,91.8
2026-09-05T16:52:59.786849,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Poem_trial1,0.15,0.7,250,37.4,365.3,2442.0322,9.768129,3,241,98.8,40.0
2026-09-05T16:53:06.434880,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Poem_trial2,0.15,0.7,250,38.44,409.81,2664.9273,10.659709,3,241,98.8,40.0
2026-09-05T16:53:13.085182,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Poem_trial3,0.15,0.7,250,38.44,412.68,2684.1171,10.736468,3,241,98.8,40.0
2026-09-05T16:53:19.734420,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Poem_trial4,0.15,0.7,250,38.44,413.27,2687.8004,10.751202,3,241,98.8,40.0
2026-09-05T16:53:23.471904,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Poem_trial5,0.15,0.7,250,38.67,417.23,2697.0427,10.788171,3,241,98.8,40.0
2026-09-05T16:53:29.925865,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Physics_trial1,0.15,0.7,250,39.62,398.04,2511.4742,10.045897,20,172,89.6,58.0
2026-09-05T16:53:36.378987,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Physics_trial2,0.15,0.7,250,39.61,399.43,2520.7556,10.083022,20,172,89.6,58.0
2026-09-05T16:53:42.867507,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Physics_trial3,0.15,0.7,250,39.41,400.88,2543.0299,10.172119,20,172,89.6,58.0
2026-09-05T16:53:49.380718,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Physics_trial4,0.15,0.7,250,39.24,401.13,2555.3757,10.221503,20,172,89.6,58.0
2026-09-05T16:53:53.017278,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Physics_trial5,0.15,0.7,250,39.51,401.6,2541.4053,10.165621,20,172,89.6,58.0
2026-09-05T16:53:57.809617,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Code_trial1,0.15,0.7,255,54.85,347.27,1614.5144,6.331429,44,9,17.0,91.8
2026-09-05T16:54:02.728932,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Code_trial2,0.15,0.7,255,53.47,332.86,1587.3212,6.224789,44,9,17.0,91.8
2026-09-05T16:54:07.610960,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Code_trial3,0.15,0.7,255,53.82,339.3,1607.5804,6.304237,44,9,17.0,91.8
2026-09-05T16:54:12.446030,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Code_trial4,0.15,0.7,255,54.42,337.63,1581.9506,6.203728,44,9,17.0,91.8
2026-09-05T16:54:17.322903,"Entropy-Gated Speculative Scout (1B<->8B, real branching)",Code_trial5,0.15,0.7,255,53.94,336.93,1592.896,6.246651,44,9,17.0,91.8
