timestamp,condition,prompt_label,round,global_index,tokens,prompt_tokens,latency_sec,throughput_tok_sec,avg_power_watts,min_power_watts,max_power_watts,total_energy_joules,energy_source,joules_per_token,int4_layer_calls,fp16_layer_calls,int4_fraction,temp_start_c,temp_end_c,temp_max_c,sm_clock_mean_mhz,throttle_reasons,n_power_samples
2026-09-05T15:19:32.394670,Entropy-Gated (INT4/FP16),Physics,2,9,250,49,7.061851,35.4,483.35,378.04,545.03,3155.504,nvml_counter,12.622016,5152,2848,0.644,64,64,65,2823.2,4,706
2026-09-05T15:19:39.084023,FP16 Baseline,Physics,2,10,250,49,6.572939,38.03,475.3,369.83,549.42,2881.863,nvml_counter,11.527452,0,8000,0.0,64,64,64,2831.4,0,657
2026-09-05T15:19:43.768701,Entropy-Gated (INT4/FP16),Code,2,11,250,49,7.162272,34.91,487.42,374.49,546.16,3279.88,nvml_counter,13.11952,7648,352,0.956,64,64,64,2817.4,4,716
2026-09-05T15:19:50.503369,FP16 Baseline,Code,2,12,250,49,6.618855,37.77,472.76,362.54,553.44,2927.618,nvml_counter,11.710472,0,8000,0.0,64,64,64,2826.5,4,662
2026-09-05T15:19:57.297181,FP16 Baseline,Poem,3,13,250,48,6.676978,37.44,473.87,364.87,546.17,2875.669,nvml_counter,11.502676,0,8000,0.0,64,64,64,2832.8,4,668
2026-09-05T15:20:04.205709,Entropy-Gated (INT4/FP16),Poem,3,14,250,48,6.787423,36.83,477.2,371.7,551.03,3033.657,nvml_counter,12.134628,2336,5664,0.292,64,65,65,2828.3,0,679
2026-09-05T15:20:08.251121,FP16 Baseline,Physics,3,15,250,49,6.570559,38.05,476.38,365.86,553.16,2877.092,nvml_counter,11.508368,0,8000,0.0,65,65,65,2833.0,0,657
2026-09-05T15:20:15.303330,Entropy-Gated (INT4/FP16),Physics,3,16,250,49,6.936577,36.04,484.23,383.47,546.09,3105.908,nvml_counter,12.423632,5152,2848,0.644,65,64,65,2822.9,0,693
2026-09-05T15:20:22.022510,FP16 Baseline,Code,3,17,250,49,6.604742,37.85,475.22,364.72,554.52,2879.22,nvml_counter,11.51688,0,8000,0.0,64,65,65,2829.1,0,660
2026-09-05T15:20:29.428935,Entropy-Gated (INT4/FP16),Code,3,18,250,49,7.287676,34.3,487.05,379.11,542.92,3275.098,nvml_counter,13.100392,7648,352,0.956,65,65,65,2815.0,4,729
2026-09-05T15:20:36.297676,Entropy-Gated (INT4/FP16),Poem,4,19,250,48,6.748701,37.04,478.7,380.06,551.17,3009.202,nvml_counter,12.036808,2336,5664,0.292,65,64,65,2825.1,0,675
2026-09-05T15:20:40.294681,FP16 Baseline,Poem,4,20,250,48,6.507827,38.42,477.78,370.64,553.69,2906.245,nvml_counter,11.62498,0,8000,0.0,63,64,64,2831.7,4,651
2026-09-05T15:20:47.342596,Entropy-Gated (INT4/FP16),Physics,4,21,250,49,6.931849,36.07,485.91,381.02,546.4,3133.289,nvml_counter,12.533156,5152,2848,0.644,64,65,65,2822.2,4,693
2026-09-05T15:20:54.204782,FP16 Baseline,Physics,4,22,250,49,6.609968,37.82,478.16,376.37,554.03,2896.157,nvml_counter,11.584628,0,8000,0.0,64,65,65,2829.8,0,661
2026-09-05T15:21:01.605911,Entropy-Gated (INT4/FP16),Code,4,23,250,49,7.28136,34.33,479.48,346.1,540.78,3254.907,nvml_counter,13.019628,7648,352,0.956,58,64,65,2819.7,4,728
2026-09-05T15:21:08.334059,FP16 Baseline,Code,4,24,250,49,6.608311,37.83,474.34,371.04,553.99,2926.067,nvml_counter,11.704268,0,8000,0.0,64,64,65,2828.7,0,661
2026-09-05T15:21:12.320246,FP16 Baseline,Poem,5,25,250,48,6.518557,38.35,476.44,370.79,554.11,2941.334,nvml_counter,11.765336,0,8000,0.0,64,64,64,2831.2,0,652
2026-09-05T15:21:19.234270,Entropy-Gated (INT4/FP16),Poem,5,26,250,48,6.795479,36.79,476.89,367.03,548.89,2988.578,nvml_counter,11.954312,2336,5664,0.292,64,64,65,2828.5,0,680
2026-09-05T15:21:26.025645,FP16 Baseline,Physics,5,27,250,49,6.663423,37.52,474.76,372.37,552.93,2922.564,nvml_counter,11.690256,0,8000,0.0,64,64,64,2830.9,0,666
2026-09-05T15:21:33.210771,Entropy-Gated (INT4/FP16),Physics,5,28,250,49,7.06225,35.4,481.62,376.93,544.5,3148.832,nvml_counter,12.595328,5152,2848,0.644,64,64,65,2823.4,0,706
2026-09-05T15:21:37.315903,FP16 Baseline,Code,5,29,250,49,6.600596,37.88,472.16,362.55,554.96,2928.545,nvml_counter,11.71418,0,8000,0.0,64,64,64,2831.8,0,660
2026-09-05T15:21:44.622792,Entropy-Gated (INT4/FP16),Code,5,30,250,49,7.187338,34.78,485.97,374.52,543.23,3239.393,nvml_counter,12.957572,7648,352,0.956,64,64,64,2818.7,0,718
